doi,theory_id,theory,title,year,"Q1: Does the paper/theory suggest an aging biomarker (i.e. measurable entity reflecting the pace of aging or organism health state, associated with mortality or age-related conditions)?",Q2: Does the paper/theory suggest a molecular mechanism of aging?,Q3: Does the paper/theory suggest a longevity intervention to test?,Q4: Does the paper/theory claim that aging cannot be reversed? (Yes / No),Q5: Does the paper/theory suggest a biomarker that explains differences in maximum lifespan between species? (Yes / No),Q6: Does the paper/theory explain why the naked mole rat can live 40+ years despite its small size?,Q7: Does the paper/theory explain why birds live much longer than mammals on average?,Q8: Does the paper/theory explain why large animals live longer than small ones?,Q9: Does the paper/theory explain why calorie restriction increases the lifespan of vertebrates?
10.1089/rej.2017.1958,T1094,Epigenetic Reprogramming and Resetting Theory of Aging,Rejuvenation by Partial Reprogramming of the Epigenome.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2017.1973,T0819,Mitochondrial Dysfunction and Senescence Theory,Symbiotic Origin of Aging.,2018,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1089/rej.2017.1975,T1108,Systemic NAD Biosynthesis and Sirt1 Regulatory Network Theory,"NAMPT-Mediated NAD Biosynthesis as the Internal Timing Mechanism: In NAD+ World, Time Is Running in Its Own Way.",2018,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1089/rej.2017.1980,T1906,PARP1-SIRT1 Axis NAD+ Decline Theory,The NAD+/PARP1/SIRT1 Axis in Aging.,2017,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1089/rej.2017.1982,T0732,Antioxidant Capacity and Endogenous Scavenger Theory,Use of Medaka Fish as Vertebrate Model to Study the Effect of Cocoa Polyphenols in the Resistance to Oxidative Stress and Life Span Extension.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2017.2002,T0682,Hypothalamic Regulation of Systemic Aging,"Inflammation, Stem Cells, and the Aging Hypothalamus.",2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1089/rej.2017.2024,T0012,Epigenetic Drift Theory,Epigenetic Drift Is a Determinant of Mammalian Lifespan.,2017,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1089/rej.2017.2037,T1543,NAD+ Metabolism Decline Theory,"Restoring NAD(+) Levels with NAD(+) Intermediates, the Second Law of Thermodynamics, and Aging Delay.",2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1089/rej.2018.2056,T0979,Mitochondrial Energy Production Modulation Theory,"ATP Synthase, a Target for Dementia and Aging?",2018,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1089/rej.2018.2073,T1472,Noncanonical Telomerase Function Theory,Telomerase May Paradoxically Accelerate Aging of the DNA Methylome.,2018,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1089/rej.2018.2077,T1109,NAD+ Consumption and Biosynthesis Imbalance Theory,"The Plasma NAD<sup>+</sup> Metabolome Is Dysregulated in ""Normal"" Aging.",2019,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2018.2125,T1746,Mitohormesis and Metabolic Reprogramming Theory,Glycolytic Inhibitor 2-Deoxy-D-Glucose at Chronic Low Dose Mimics Calorie Restriction in Rats Through Mitohormetic Induction of Reactive Oxygen Species.,2019,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1089/rej.2018.2155,T1669,Neurodegeneration-Associated Cellular Senescence Theory,Cellular Senescence as the Key Intermediate in Tau-Mediated Neurodegeneration.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2018.2159,T0046,Mitochondrial ROS-Induced DNA Damage Theory,"Integration of Melatonin Related Redox Homeostasis, Aging, and Circadian Rhythm.",2019,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1089/rej.2019.2218,T0045,Senescence-Associated Secretory Phenotype (SASP) and Tissue Dysfunction Theory,Interacting NAD<sup>+</sup> and Cell Senescence Pathways Complicate Antiaging Therapies.,2019,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2019.2223,T0002,Mitochondrial ROS-Induced Oxidative Stress Theory,Dietary Intake of β-Glucans Can Prolong Lifespan and Exert an Antioxidant Action on Aged Fish <i>Nothobranchius guentheri</i>.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1089/rej.2019.2271,T0998,Epigenetic Aging Reversal and Plasticity Theory,Epigenetic Age Reversal by Cell-Extrinsic and Cell-Intrinsic Means.,2019,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1089/rej.2019.2287,T0671,Neuroprotection and Oxidative Stress Defense Theory,Increased REST to Optimize Life Span?,2019,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1089/rej.2021.0062,T1206,cGAS-STING Pathway-Driven Cellular Senescence and Inflammation Theory,Modulation of cGAS-STING Pathway by Nicotinamide Riboside in Alzheimer's Disease.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2021.0071,T0555,Ion Channel and Metabolic Modulation Caloric Restriction Mimetics,Baicalein May Act as a Caloric Restriction Mimetic Candidate to Improve the Antioxidant Profile in a Natural Rodent Model of Aging.,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1089/rej.2021.0076,T0902,Stem Cell Epigenetic Dysregulation and Aging Theories,Stem Cell Rejuvenation by Restoration of Youthful Metabolic Compartmentalization.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2023.0037,T1273,Persistent DNA Double-Strand Break Accumulation Theory,Dietary Restriction Delays But Cannot Heal Irradiation-Induced Hair Graying by Preserving Hair Follicle Stem Cells in Quiescence.,2023,"Yes, but not shown",Yes,Yes,Yes,No,No,No,No,Yes
10.1089/rej.2023.0066,T1245,Pathogenic Factor-Mediated Antagonistic Pleiotropy Theories,Platelet Factor 4 and Longevity of Patients with Essential Thromobocythemia: An Example of Antagonistic Pathogenic Pleiotropy.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2024.0034,T0041,Waste Accumulation Theory,Toward Systemic Lipofuscin Removal.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/rej.2024.0102,T0090,DNA Methylation and Chromatin Remodeling Epigenetic Aging Clock Theory,The Epigenetic Landscape: From Molecular Mechanisms to Biological Aging.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1089/scd.2006.15.478,T0133,Heat Shock Protein-Mediated Hormesis Theory,Stressed stem cells: Temperature response in aged mesenchymal stem cells.,2006,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/scd.2010.0280,T0463,Stem Cell Niche and Microenvironment Aging Theory,"Effects of donor age, gender, and in vitro cellular aging on the phenotypic, functional, and molecular characteristics of mouse bone marrow-derived mesenchymal stem cells.",2011,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1089/scd.2013.0346,T0245,Aryl Hydrocarbon Receptor Signaling Theory,Loss of aryl hydrocarbon receptor promotes gene changes associated with premature hematopoietic stem cell exhaustion and development of a myeloproliferative disorder in aging mice.,2014,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1089/scd.2022.0243,T1099,mTORC1 and Nutrient Signaling-Mediated Stem Cell Exhaustion Theory,mTORC1-Induced Bone Marrow-Derived Mesenchymal Stem Cell Exhaustion Contributes to the Bone Abnormalities in <i>Klotho</i>-Deficient Mice of Premature Aging.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1089/vim.2023.0045,T0131,Immunosenescence and Inflammaging Theory,Immunosenescence and Inflammaging in COVID-19.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1091/mbc.01-11-0529,T0570,DNA Damage-Induced Cellular Senescence Theory,Expression of caveolin-1 induces premature cellular senescence in primary cultures of murine fibroblasts.,2002,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1091/mbc.E14-06-1084,T1080,Genetic Program and Epigenetic Regulation Longevity Theory,The cell biology of aging.,2015,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1091/mbc.E15-07-0490,T1959,Ciliary and Sensory Signaling Regulation of Aging,"PACRG, a protein linked to ciliary motility, mediates cellular signaling.",2016,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1091/mbc.E21-12-0627,T0792,Proteostasis Remodeling and Proteome Scaling Theory,Scaling of biosynthesis and metabolism with cell size.,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1091/mbc.e03-07-0532,T0666,HSF1-Mediated Proteostasis Regulation,Regulation of longevity in Caenorhabditis elegans by heat shock factor and molecular chaperones.,2004,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1091/mbc.e04-03-0207,T0013,Cellular Senescence Theory,Does a sentinel or a subset of short telomeres determine replicative senescence?,2004,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1091/mbc.e05-01-0033,T0781,Sirtuin Regulation of Longevity and Calorie Restriction,Evolutionarily conserved and nonconserved cellular localizations and functions of human SIRT proteins.,2005,No,Yes,Yes,No,No,No,No,No,Yes
10.1091/mbc.e05-04-0333,T0854,Mitochondrial ROS-Induced Apoptosis Theory,Yeast AMID homologue Ndi1p displays respiration-restricted apoptotic activity and is involved in chronological aging.,2006,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.1091/mbc.e07-03-0280,T0069,Telomere-Associated Cellular Senescence Theory,Induction of cellular senescence by insulin-like growth factor binding protein-5 through a p53-dependent mechanism.,2007,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/advances/nmaa078,T0384,Ecological Systems Theory,Ecological Sensing Through Taste and Chemosensation Mediates Inflammation: A Biological Anthropological Approach.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/advances/nmaa148,T1214,Caloric Restriction and Nutrient Sensing Theory of Aging,The Potential of Resveratrol to Act as a Caloric Restriction Mimetic Appears to Be Limited: Insights from Studies in Mice.,2021,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/advances/nmz079,T0238,Nutrient-Sensing Pathway Modulation Theories,"Protein Quantity and Source, Fasting-Mimicking Diets, and Longevity.",2019,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/ageing/11.2.73,T0767,Neuroendocrine Programmed and Pacemaker Theories,"Neuroendocrine pacemaker for growth, development and ageing.",1982,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/ageing/22.suppl_1.s34,T0090,DNA Methylation and Chromatin Remodeling Epigenetic Aging Clock Theory,Biological significance of DNA methylation in the ageing process.,1993,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1093/ageing/25.4.279,T0167,AGE-Mediated Glycation and Metabolic Dysfunction Theory,Vitamins and analgesics in the prevention of collagen ageing.,1996,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/ageing/27.5.579,T0915,Early-Life Nutritional Programming of Aging Theory,Are rates of ageing determined in utero?,1998,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1093/ageing/28.4.393,T0440,Chromosomal Instability and Aneuploidy-Driven DNA Damage Theory,Chromosomal damage and ageing: effect on micronuclei frequency in peripheral blood lymphocytes.,1999,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1093/ageing/3.4.197,T1587,Risk Factor-Accelerated Brain Aging,Dementia as an accelerated ageing of the nervous system: some psychological and methodological considerations.,1974,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/ageing/7.3.161,T1900,General Cross-Linking Theory of Aging,Age changes in collagen characteristics of bone and skin of a short-lived species of reptile.,1978,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1093/ageing/afaa112,T0135,Frailty Theory,"Frailty, a multisystem ageing syndrome.",2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/ageing/afac328,T0379,Cytokine and Immune Dysregulation Inflammaging Theory,Inflammaging as a target for healthy ageing.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/ageing/afad127,T0027,Senescence-Associated Secretory Phenotype (SASP) and Chronic Inflammation Theory,New Horizons in cellular senescence for clinicians.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/ageing/afm107,T0006,Mitochondrial ROS-Induced Oxidative Damage Theory,Age-related increases in DNA repair and antioxidant protection: a comparison of the Boyd Orr Cohort of elderly subjects with a younger population sample.,2007,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/ageing/afp223,T0328,Oxidative Stress and Molecular Damage Accumulation Theory,"Ageing, neurodegeneration and Parkinson's disease.",2010,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/ageing/afs097,T1518,Genetic and Environmental Interaction in Epigenetic Aging Theory,"Ageing, genes, environment and epigenetics: what twin studies tell us now, and in the future.",2012,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/ageing/aft059,T0222,Deficit Accumulation Theory,New horizons in frailty: ageing and the deficit-scaling problem.,2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/ageing/afw069,T0116,Macronutrient Balance and Nutrient Trade-off Theory,"New Horizons: Dietary protein, ageing and the Okinawan ratio.",2016,"Yes, but not shown",No,Yes,No,No,No,No,No,Yes
10.1093/ajcn/53.1.373S,T1742,Genetic Regulation of Antioxidant Defense Theory,Antioxidants and aging.,1991,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,No
10.1093/ajcn/55.6.1191Sa,T0728,Classic Disposable Soma Theory of Somatic Maintenance Trade-offs,Comparative life spans of species: why do species have the life spans they do?,1992,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,Yes
10.1093/ajcn/55.6.1208S,T0317,Free Radical Theory of Aging in Protein Oxidation and Muscle Decline,Apoptosis--programmed cell death: a role in the aging process?,1992,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/ajcn/55.6.1246S,T1223,Dietary Restriction and Energy Metabolism Theory of Aging,Physiological processes of aging: are there special nutritional requirements for elderly people? Do McCay's findings apply to humans?,1992,"Yes, but not shown",Yes,Yes,Yes,Yes,No,No,Yes,Yes
10.1093/ajcn/55.6.1250S,T0070,Energy Metabolism Theory,Retardation of aging processes by food restriction: an experimental tool.,1992,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/ajcn/62.1.284S,T0097,Advanced Glycation End Products (AGEs) Accumulation and Signaling Theory,Influence of dietary sucrose on biological aging.,1995,"Yes, but not shown",Yes,Yes,No,No,No,No,Yes,Yes
10.1093/ajcn/78.3.361,T0139,Caloric Restriction Theory of Aging,Calorie restriction and aging: review of the literature and implications for studies in humans.,2003,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/ajcn/83.2.404S,T1044,Reproduction and Longevity Trade-Off Theories,What is healthy aging in the 21st century?,2006,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/ajcn/83.2.466S,T0169,Caloric Restriction Theory,Genetics of aging: implications for drug discovery and development.,2006,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/ajcn/83.2.484S,T0064,Genetic Architecture of Longevity,The different paths to 100.,2006,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1093/aje/kwx346,T0998,Epigenetic Aging Reversal and Plasticity Theory,"Eleven Telomere, Epigenetic Clock, and Biomarker-Composite Quantifications of Biological Aging: Do They Measure the Same Thing?",2018,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/ajh/hpaa001,T0702,Endothelial and Glial Senescence Theory,Pathological Continuum From the Rise in Pulse Pressure to Impaired Neurovascular Coupling and Cognitive Decline.,2020,"Yes, but not shown",Yes,Yes,Yes,No,No,No,No,No
10.1093/aob/mcw010,T1733,Reproduction-Fat Metabolism and Hormonal Signaling Aging Theory,The effect of injury on whole-plant senescence: an experiment with two root-sprouting Barbarea species.,2016,"Yes, quantitatively shown",No,Yes,Yes,No,No,No,No,No
10.1093/arclin/acab049,T0216,Life Experience and Neural Compensation Cognitive Reserve Theory,How Can Cognitive Reserve Promote Cognitive and Neurobehavioral Health?,2021,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/beheco/arq098,T0227,Demographic Senescence Theory,Terminal investment and senescence in rhesus macaques (Macaca mulatta) on Cayo Santiago.,2010,"Yes, quantitatively shown",No,No,No,No,No,No,No,No
10.1093/beheco/arv136,T0202,Mother's Curse Mitochondrial Theory,Short-term and delayed effects of mother death on calf mortality in Asian elephants.,2016,No,No,No,No,No,No,No,Yes,No
10.1093/bfgp/elab009,T0181,Immunosenescence and Chronic Inflammation Theory,Functional genomics of inflamm-aging and immunosenescence.,2022,"Yes, but not shown",Yes,Yes,No,Yes,Yes,No,No,Yes
10.1093/bfgp/elab010,T1288,Epigenetic Mitotic Clock and Stem Cell Aging,Epigenetic alterations in stem cell ageing-a promising target for age-reversing interventions?,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/bfgp/elab012,T1410,Chromatin and Nuclear Architecture Remodeling in Cellular Senescence Theory,The functional impact of nuclear reorganization in cellular senescence.,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/bfgp/elp051,T0194,GH/IGF-1 Signaling Modulation Theory,RNAi screens to identify components of gene networks that modulate aging in Caenorhabditis elegans.,2010,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/bfgp/elt048,T0373,Histone Modification and Chromatin Remodeling Epigenetic Aging Theories,C. elegans epigenetic regulation in development and aging.,2014,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/bfgp/elw009,T0375,DNA Methylation Network and Epigenetic Clock Theory,Progress on the role of DNA methylation in aging and longevity.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/bib/bbv062,T0619,Systemic Cytokine-Driven Inflammaging as Fundamental Aging Driver Theory,Systems medicine of inflammaging.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/bib/bbw116,T1612,Folate and One-Carbon Metabolism Deficiency Theory,Computational modelling folate metabolism and DNA methylation: implications for understanding health and ageing.,2018,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/bioinformatics/btaa585,T0326,Epigenetic Clock and Reprogramming Theories,The Epigenetic Pacemaker: modeling epigenetic states under an evolutionary framework.,2020,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/bioinformatics/bti004,T0670,Cellular Stress Response and Proteostasis Networks,A more efficient search strategy for aging genes based on connectivity.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/bioinformatics/btp571,T0642,Developmental Gene Expression Reversal Theory,Quantitative measurement of aging using image texture entropy.,2009,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1093/bioinformatics/btu493,T1500,Insulin-mTOR Hyperfunction and Lipid Regulation Theory,Comparison of the mammalian insulin signalling pathway to invertebrates in the context of FOXO-mediated ageing.,2014,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/biolre/ioaa113,T0003,Somatic DNA Damage Theory,Ageing in human parturition: impetus of the gestation clock in the decidua†.,2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/biolre/ioad022,T0019,Wear and Tear Theory,"Why is there an ""oversupply"" of human ovarian follicles?†.",2023,Not available,No,No,No,No,No,No,No,No
10.1093/biosci/biaf100,T0954,Cancer Resistance Longevity Theory,Do turtles get cancer?,2025,No,Yes,No,No,No,No,No,Yes,No
10.1093/brain/awq154,T1564,Quantitative Residual-Based Cognitive Reserve Theory,Measuring cognitive reserve based on the decomposition of episodic memory variance.,2010,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/brain/awr259,T0216,Life Experience and Neural Compensation Cognitive Reserve Theory,The balance between cognitive reserve and brain imaging biomarkers of cerebrovascular and Alzheimer's diseases.,2011,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/brain/awv395,T0406,Immune Signaling and Immunosenescence,Immunosenescence of microglia and macrophages: impact on the ageing central nervous system.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/brain/awx132,T0005,Insulin/IGF-1 Signaling Disposable Soma Theory,The Alzheimer's disease transcriptome mimics the neuroprotective signature of IGF-1 receptor-deficient neurons.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/braincomms/fcac243,T2082,Neuropeptide and Proteostasis Regulation,Differential regulation of insulin signalling by monomeric and oligomeric amyloid beta-peptide.,2022,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/braincomms/fcz046,T0063,Amyloid Cascade Hypothesis,Is tau in the absence of amyloid on the Alzheimer's continuum?: A study of discordant PET positivity.,2020,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/burnst/tkad001,T0262,Senescence-Associated Secretory Phenotype (SASP) and Tissue Dysfunction,Characterization of cellular senescence in radiation ulcers and therapeutic effects of mesenchymal stem cell-derived conditioned medium.,2023,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1093/carcin/bgaa071,T0711,DNA Damage-Induced ROS Senescence Theory,Targeting cellular senescence in cancer and aging: roles of p53 and its isoforms.,2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/carcin/bgg034,T0145,Nuclear DNA Damage Accumulation and Repair Decline Theory,Werner syndrome and the function of the Werner protein; what they can teach us about the molecular aging process.,2003,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/carcin/bgh296,T0189,Telomere Shortening as Molecular Clock Theory,Senescence and immortalization: role of telomeres and telomerase.,2005,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/carcin/bgn250,T0001,Mitochondrial ROS-Induced Free Radical Theory,Base excision repair of oxidative DNA damage and association with cancer and aging.,2009,"Yes, but not shown",Yes,No,No,No,No,No,No,Yes
10.1093/carcin/bgv100,T0511,Nuclear DNA Damage and Telomere-Associated Accumulated Damage Theory,Unraveling the links between cancer and aging.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/cercor/bhaa352,T1585,Neural Connectivity Decline Theory,Human Brain Ages With Hierarchy-Selective Attenuation of Prediction Errors.,2021,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/cercor/bhac500,T1978,Connectome Degeneration Theory,White-matter degradation and dynamical compensation support age-related functional alterations in human brain.,2023,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/cercor/bhae424,T0647,Positivity Effect and Cognitive-Affective Processing Socioemotional Selectivity Theory,The aging of emotional words processing in implicit and explicit emotion task: an ERP study.,2024,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/cercor/bhw208,T0216,Life Experience and Neural Compensation Cognitive Reserve Theory,Cognitive Reserve and Brain Maintenance: Orthogonal Concepts in Theory and Practice.,2017,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/cid/ciaa984,T0832,Mitochondrial Metabolism and Signaling Theory,Mitochondrial DNA Damage and Brain Aging in Human Immunodeficiency Virus.,2021,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1093/cvr/cvae124,T0306,SASP-Driven Cellular Senescence in Tissue Aging,Cardiac ageing: from hallmarks to therapeutic opportunities.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/cvr/cvae240,T0472,Oxidative Stress-Driven Inflammaging Theory,"Inflammageing, a targetable pathway for preventing cardiovascular diseases.",2025,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/cvr/cvaf129,T1421,Autophagy Decline-Induced Cellular Senescence Theory,S913 phosphorylation of Ulk1 protects the heart from aging through inhibition of cardiac senescence.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/cvr/cvaf137,T0481,Vascular Aging Theory,"Aging in the vascular system: lessons from mechanobiology, computational approaches, and oxidative stress.",2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/cvr/cvaf138,T0206,Senescent Cell Heterogeneity and Systemic Aging Theory,How to measure and model cardiovascular aging.,2025,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/cvr/cvq285,T0468,Renin-Angiotensin System Theory,Angiotensin II blockade: a strategy to slow ageing by protecting mitochondria?,2011,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/eep/dvw015,T0151,Retrotransposon Activation Theory,Stress-induced transposon reactivation: a mediator or an estimator of allostatic load?,2016,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1093/embo-reports/kvf247,T0509,DNA Damage and Oxidative Mutation Accumulation Theory,"Healthy ageing: a question of stress, damage and repair. Meeting on mechanisms of biological ageing.",2002,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/emboj/16.19.6018,T0160,Telomere Shortening and Telomerase Deficiency Theory,ATM-dependent telomere loss in aging human diploid fibroblasts and DNA damage lead to the post-translational activation of p53 protein involving poly(ADP-ribose) polymerase.,1997,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/emboj/18.7.1783,T0066,Mitochondrial ROS Signaling and Hormesis Theory,"CLK-1 controls respiration, behavior and aging in the nematode Caenorhabditis elegans.",1999,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/emph/eoaa048,T0648,Early Life Adversity-Driven Life History Theory,"Live fast, die young and sleep later: Life history strategy and human sleep behavior.",2021,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/emph/eoaa050,T1084,Age-Specific Increase in Mutational Effects Theory,Five reasons COVID-19 is less severe in younger age-groups.,,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/emph/eoab004,T1331,Genomic Instability and Inflammation Theory,Reconsidering LINE-1's role in cancer: does LINE-1 function as a reporter detecting early cancer-associated epigenetic signatures?,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/emph/eoac012,T0801,Energy Allocation and Metabolic Capacity Theory,A novel perspective suggesting high sustained energy expenditure may be net protective against cancer.,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,Yes,No
10.1093/emph/eoae007,T0079,Replicative and Stress-Induced Cellular Senescence Theory,Senolytics and cell senescence: historical and evolutionary perspectives.,2024,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/emph/eoaf010,T0370,Insulin/IGF-1 and Nutrient-Sensing Hyperfunction Theory,"An evolutionary medicine and life history perspective on aging and disease: Trade-offs, hyperfunction, and mismatch.",2025,"Yes, but not shown",Yes,Yes,No,Yes,Yes,No,No,Yes
10.1093/emph/eot013,T0736,Genetic Trade-Offs Between Early Fitness and Late Aging,Genetic links between post-reproductive lifespan and family size in Framingham.,2013,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/eurheartj/ehaa360,T0248,Autophagy Regulation Theory,"Longevity genes, cardiac ageing, and the pathogenesis of cardiomyopathy: implications for understanding the effects of current and future treatments for heart failure.",2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/eurheartj/ehab547,T0143,Telomere Shortening-Driven Cellular Senescence Theory,Telomerase therapy reverses vascular senescence and extends lifespan in progeria mice.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/eurheartj/ehaf216,T1199,Autophagy and Immune Senescence Theory,Obesity accelerates cardiovascular ageing.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
